"race","year","stage","stage_id","stage_num","stage_type","date","departure","arrival","parcours_type","distance","vertical_meters","profile_score","startlist_quality","avg_speed_winner","won_how","win_type","km_solo"
"Giro d'Italia",1954,"Stage 1 (TTT) | Palermo - Monte Pellegrino","1",1,"TTT",1954-05-21,"Palermo","Monte Pellegrino",NA,36,NA,NA,1203,14.31,"Time trial","Time trial",NA
"Giro d'Italia",1954,"Stage 2 | Palermo - Taormina","2",2,"Road race",1954-05-22,"Palermo","Taormina",NA,280,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1954,"Stage 3 | Reggio Calabria - Catanzaro","3",3,"Road race",1954-05-23,"Reggio Calabria","Catanzaro",NA,172,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1954,"Stage 4 | Catanzaro - Bari","4",4,"Road race",1954-05-24,"Catanzaro","Bari",NA,352,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1954,"Stage 5 | Bari - Napoli","5",5,"Road race",1954-05-25,"Bari","Napoli",NA,279,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1954,"Stage 6 | Napoli - L'Aquila","6",6,"Road race",1954-05-26,"Napoli","L'Aquila",NA,252,NA,NA,1203,35.674,NA,NA,NA
"Giro d'Italia",1954,"Stage 7 | L'Aquila - Roma","7",7,"Road race",1954-05-27,"L'Aquila","Roma",NA,150,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1954,"Stage 8 | Roma - Chianciano Terme","8",8,"Road race",1954-05-28,"Roma","Chianciano Terme",NA,195,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1954,"Stage 9 | Chianciano Terme - Firenze","9",9,"Road race",1954-05-29,"Chianciano Terme","Firenze",NA,180,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1954,"Stage 10 | Firenze - Cesenatico","10",10,"Road race",1954-05-30,"Firenze","Cesenatico",NA,211,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1954,"Stage 11 | Cesenatico - Abetone","11",11,"Road race",1954-06-01,"Cesenatico","Abetone",NA,230,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1954,"Stage 20 | San Martino di Castrozza - Bolzano","20",12,"Road race",1954-06-01,"San Martino di Castrozza","Bolzano",NA,152,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1954,"Stage 12 | Abetone - Genua","12",13,"Road race",1954-06-02,"Abetone","Genua",NA,251,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1954,"Stage 13 | Genua - Torino","13",14,"Road race",1954-06-03,"Genua","Torino",NA,211,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1954,"Stage 14 | Torino - Brescia","14",15,"Road race",1954-06-04,"Torino","Brescia",NA,240,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1954,"Stage 15 (ITT) | Gardone Riviera - Riva del Garda","15",16,"ITT",1954-06-06,"Gardone Riviera","Riva del Garda",NA,42,NA,NA,1203,NA,"Time trial","Time trial",NA
"Giro d'Italia",1954,"Stage 16 | Riva del Garda - Abano Terme","16",17,"Road race",1954-06-07,"Riva del Garda","Abano Terme",NA,131,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1954,"Stage 17 | Abano Terme - Padua","17",18,"Road race",1954-06-08,"Abano Terme","Padua",NA,105,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1954,"Stage 18 | Padua - Grado","18",19,"Road race",1954-06-09,"Padua","Grado",NA,236,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1954,"Stage 19 | Grado - San Martino di Castrozza","19",20,"Road race",1954-06-10,"Grado","San Martino di Castrozza",NA,247,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1954,"Stage 21 | Bolzano - Sankt Moritz","21",21,"Road race",1954-06-12,"Bolzano","Sankt Moritz",NA,222,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1954,"Stage 22 | Sankt Moritz - Milano","22",22,"Road race",1954-06-13,"Sankt Moritz","Milano",NA,222,NA,NA,1203,NA,NA,NA,NA
"Giro d'Italia",1955,"Stage 1 | Milano - Torino","1",1,"Road race",1955-05-14,"Milano","Torino",NA,163,NA,NA,1073,NA,NA,NA,NA
"Giro d'Italia",1955,"Stage 2 | Torino - Cannes","2",2,"Road race",1955-05-15,"Torino","Cannes",NA,243,NA,NA,1073,NA,NA,NA,NA
"Giro d'Italia",1955,"Stage 3 | Cannes - San Remo","3",3,"Road race",1955-05-16,"Cannes","San Remo",NA,123,NA,NA,1073,NA,NA,NA,NA
"Giro d'Italia",1955,"Stage 4 | San Remo - Acqui Terme","4",4,"Road race",1955-05-17,"San Remo","Acqui Terme",NA,192,NA,NA,1073,NA,NA,NA,NA
"Giro d'Italia",1955,"Stage 5 | Acqui Terme - Genua","5",5,"Road race",1955-05-18,"Acqui Terme","Genua",NA,170,NA,NA,1073,NA,NA,NA,NA
"Giro d'Italia",1955,"Stage 6 (TTT) | Genua - Lido d'Albaro","6",6,"TTT",1955-05-19,"Genua","Lido d'Albaro",NA,18,NA,NA,1073,NA,"Time trial","Time trial",NA
"Giro d'Italia",1955,"Stage 7 | Genua - Viareggio","7",7,"Road race",1955-05-20,"Genua","Viareggio",NA,164,NA,NA,1073,NA,NA,NA,NA
"Giro d'Italia",1955,"Stage 8 | Viareggio - Perugia","8",8,"Road race",1955-05-22,"Viareggio","Perugia",NA,260,NA,NA,1073,NA,NA,NA,NA
"Giro d'Italia",1955,"Stage 9 | Perugia - Roma","9",9,"Road race",1955-05-23,"Perugia","Roma",NA,174,NA,NA,1073,NA,NA,NA,NA
"Giro d'Italia",1955,"Stage 10 | Roma - Roma","10",10,"Road race",1955-05-24,"Roma","Roma",NA,207,NA,NA,1073,NA,NA,NA,NA
"Giro d'Italia",1955,"Stage 11 | Roma - Napoli","11",11,"Road race",1955-05-25,"Roma","Napoli",NA,242,NA,NA,1073,NA,NA,NA,NA
"Giro d'Italia",1955,"Stage 12 | Napoli - Scanno","12",12,"Road race",1955-05-26,"Napoli","Scanno",NA,216,NA,NA,1073,31.94,NA,NA,NA
"Giro d'Italia",1955,"Stage 13 | Scanno - Ancona","13",13,"Road race",1955-05-27,"Scanno","Ancona",NA,251,NA,NA,1073,NA,NA,NA,NA
"Giro d'Italia",1955,"Stage 14 | Ancona - Cervia Pineta","14",14,"Road race",1955-05-28,"Ancona","Cervia Pineta",NA,173,NA,NA,1073,NA,NA,NA,NA
"Giro d'Italia",1955,"Stage 15 (ITT) | Cervia Pineta - Ravenna","15",15,"ITT",1955-05-29,"Cervia Pineta","Ravenna",NA,50,NA,NA,1073,NA,"Time trial","Time trial",NA
"Giro d'Italia",1955,"Stage 16 | Ravenna - Lido di Jesolo","16",16,"Road race",1955-05-30,"Ravenna","Lido di Jesolo",NA,245,NA,NA,1073,NA,NA,NA,NA
"Giro d'Italia",1955,"Stage 17 | Lido di Jesolo - Trieste","17",17,"Road race",1955-05-31,"Lido di Jesolo","Trieste",NA,150,NA,NA,1073,NA,NA,NA,NA
"Giro d'Italia",1955,"Stage 18 | Trieste - Cortina d'Ampezzo","18",18,"Road race",1955-06-02,"Trieste","Cortina d'Ampezzo",NA,246,NA,NA,1073,NA,NA,NA,NA
"Giro d'Italia",1955,"Stage 19 | Cortina d'Ampezzo - Trente","19",19,"Road race",1955-06-03,"Cortina d'Ampezzo","Trente",NA,227,NA,NA,1073,NA,NA,NA,NA
"Giro d'Italia",1955,"Stage 20 | Trente - San Pellegrino Terme","20",20,"Road race",1955-06-04,"Trente","San Pellegrino Terme",NA,216,NA,NA,1073,NA,NA,NA,NA
"Giro d'Italia",1955,"Stage 21 | San Pellegrino Terme - Milano","21",21,"Road race",1955-06-05,"San Pellegrino Terme","Milano",NA,141,NA,NA,1073,NA,NA,NA,NA
"Giro d'Italia",1956,"Stage 1 | Milan - Alessandria","1",1,"Road race",1956-05-19,"Milan","Alessandria",NA,210,NA,NA,1083,38.116,NA,NA,NA
"Giro d'Italia",1956,"Stage 2a | Alessandria - Genua","2a",2,"Road race",1956-05-20,"Alessandria","Genua",NA,96,NA,NA,1083,38.632,NA,NA,NA
"Giro d'Italia",1956,"Stage 2b (TTT) | Lido d'Albaro - Lido d'Albaro","2b",3,"TTT",1956-05-20,"Lido d'Albaro","Lido d'Albaro",NA,12,NA,NA,1083,14.63,"Time trial","Time trial",NA
"Giro d'Italia",1956,"Stage 3 | Genua - Salice Terme","3",4,"Road race",1956-05-21,"Genua","Salice Terme",NA,152,NA,NA,1083,36.081,NA,NA,NA
"Giro d'Italia",1956,"Stage 4 | Voghera - Mantua","4",5,"Road race",1956-05-22,"Voghera","Mantua",NA,198,NA,NA,1083,41.937,NA,NA,NA
"Giro d'Italia",1956,"Stage 5a | Mantua - Rimini","5a",6,"Road race",1956-05-23,"Mantua","Rimini",NA,228,NA,NA,1083,34.537,NA,NA,NA
"Giro d'Italia",1956,"Stage 5b (ITT) | San Marino - San Marino","5b",7,"ITT",1956-05-23,"San Marino","San Marino",NA,13,NA,NA,1083,37.291,"Time trial","Time trial",NA
"Giro d'Italia",1956,"Stage 6 | Rimini - Pescara","6",8,"Road race",1956-05-24,"Rimini","Pescara",NA,245,NA,NA,1083,34.647,NA,NA,NA
"Giro d'Italia",1956,"Stage 7 | Pescara - Campobasso","7",9,"Road race",1956-05-25,"Pescara","Campobasso",NA,205,NA,NA,1083,30.972,NA,NA,NA
"Giro d'Italia",1956,"Stage 8 | Campobasso - Salerno","8",10,"Road race",1956-05-26,"Campobasso","Salerno",NA,156,NA,NA,1083,37.428,NA,NA,NA
"Giro d'Italia",1956,"Stage 9a | Roma - Grosseto","9a",11,"Road race",1956-05-28,"Roma","Grosseto",NA,198,NA,NA,1083,40.199,NA,NA,NA
"Giro d'Italia",1956,"Stage 9b | Salerno - Frascati","9b",12,"Road race",1956-05-28,"Salerno","Frascati",NA,0,NA,NA,1083,NA,NA,NA,NA
"Giro d'Italia",1956,"Stage 10 | Grosseto - Livorno","10",13,"Road race",1956-05-29,"Grosseto","Livorno",NA,230,NA,NA,1083,34.323,NA,NA,NA
"Giro d'Italia",1956,"Stage 11 (ITT) | Livorno - Lucca","11",14,"ITT",1956-05-31,"Livorno","Lucca",NA,54,NA,NA,1083,45.22,"Time trial","Time trial",NA
"Giro d'Italia",1956,"Stage 12 | Lucca - Bologna","12",15,"Road race",1956-06-01,"Lucca","Bologna",NA,168,NA,NA,1083,37.758,NA,NA,NA
"Giro d'Italia",1956,"Stage 13 (ITT) | Bologna - Madonna di San Luca","13",16,"ITT",1956-06-02,"Bologna","Madonna di San Luca",NA,2.45,NA,NA,1083,21.202,"Time trial","Time trial",NA
"Giro d'Italia",1956,"Stage 14 | Bologna - Rapallo","14",17,"Road race",1956-06-03,"Bologna","Rapallo",NA,271,NA,NA,1083,34.732,NA,NA,NA
"Giro d'Italia",1956,"Stage 15 | Rapallo - Lecco","15",18,"Road race",1956-06-04,"Rapallo","Lecco",NA,278,NA,NA,1083,31.24,NA,NA,NA
"Giro d'Italia",1956,"Stage 16 | Lecco - Sondrio","16",19,"Road race",1956-06-05,"Lecco","Sondrio",NA,98,NA,NA,1083,41.428,NA,NA,NA
"Giro d'Italia",1956,"Stage 17 | Sondrio - Merano","17",20,"Road race",1956-06-07,"Sondrio","Merano",NA,163,NA,NA,1083,32.189,NA,NA,NA
"Giro d'Italia",1956,"Stage 18 | Merano - Monte Bondone","18",21,"Road race",1956-06-08,"Merano","Monte Bondone",NA,242,NA,NA,1083,26.522,NA,NA,NA
"Giro d'Italia",1956,"Stage 19 | Trento - San Pellegrino","19",22,"Road race",1956-06-09,"Trento","San Pellegrino",NA,191,NA,NA,1083,39.075,NA,NA,NA
"Giro d'Italia",1956,"Stage 20 | San Pellegrino  - Milano","20",23,"Road race",1956-06-10,"San Pellegrino","Milano",NA,113,NA,NA,1083,35.069,NA,NA,NA
"Giro d'Italia",1957,"Stage 1 | Milano - Verona","1",1,"Road race",1957-05-18,"Milano","Verona",NA,191,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1957,"Stage 2 (ITT) | Verona - Bosco Chiesanuova","2",2,"ITT",1957-05-19,"Verona","Bosco Chiesanuova",NA,28,NA,NA,1136,NA,"Time trial","Time trial",NA
"Giro d'Italia",1957,"Stage 3 | Verona - Ferrara","3",3,"Road race",1957-05-20,"Verona","Ferrara",NA,169,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1957,"Stage 4 | Ferrara - Cattolica","4",4,"Road race",1957-05-21,"Ferrara","Cattolica",NA,190,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1957,"Stage 5 | Cattolica - Loreto","5",5,"Road race",1957-05-22,"Cattolica","Loreto",NA,235,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1957,"Stage 6 | Loreto - Terni","6",6,"Road race",1957-05-23,"Loreto","Terni",NA,175,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1957,"Stage 7 | Terni - Pescara","7",7,"Road race",1957-05-24,"Terni","Pescara",NA,221,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1957,"Stage 8 | Pescara - Napoli","8",8,"Road race",1957-05-25,"Pescara","Napoli",NA,250,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1957,"Stage 9 | Napoli - Frascati","9",9,"Road race",1957-05-26,"Napoli","Frascati",NA,220,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1957,"Stage 10 | Roma - Siena","10",10,"Road race",1957-05-27,"Roma","Siena",NA,227,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1957,"Stage 11 | Siena - Montecatini Terme","11",11,"Road race",1957-05-28,"Siena","Montecatini Terme",NA,230,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1957,"Stage 12 (ITT) | Montecatini Terme - Forte dei Marmi","12",12,"ITT",1957-05-30,"Montecatini Terme","Forte dei Marmi",NA,58,NA,NA,1136,NA,"Time trial","Time trial",NA
"Giro d'Italia",1957,"Stage 13 | Forte dei Marmi - Genua","13",13,"Road race",1957-05-31,"Forte dei Marmi","Genua",NA,163,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1957,"Stage 14 | Genua - Saint-Vincent","14",14,"Road race",1957-06-01,"Genua","Saint-Vincent",NA,235,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1957,"Stage 15 | Saint-Vincent - Sion","15",15,"Road race",1957-06-02,"Saint-Vincent","Sion",NA,134,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1957,"Stage 16 | Sion - Campo dei Fiori","16",16,"Road race",1957-06-03,"Sion","Campo dei Fiori",NA,229,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1957,"Stage 17a | Varese - Como","17a",17,"Road race",1957-06-04,"Varese","Como",NA,82,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1957,"Stage 17b (ITT) | Como - Como","17b",18,"ITT",1957-06-04,"Como","Como",NA,34,NA,NA,1136,NA,"Time trial","Time trial",NA
"Giro d'Italia",1957,"Stage 18 | Como - Trente","18",19,"Road race",1957-06-06,"Como","Trente",NA,242,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1957,"Stage 19 | Trente - Levico Terme","19",20,"Road race",1957-06-07,"Trente","Levico Terme",NA,199,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1957,"Stage 20 | Levico Terme - Abano Terme","20",21,"Road race",1957-06-08,"Levico Terme","Abano Terme",NA,157,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1957,"Stage 21 | Abano Terme - Milano","21",22,"Road race",1957-06-09,"Abano Terme","Milano",NA,257,NA,NA,1136,NA,NA,NA,NA
"Giro d'Italia",1958,"Stage 1 | Milano - Varese","1",1,"Road race",1958-05-18,"Milano","Varese",NA,178,NA,NA,1182,NA,NA,NA,NA
"Giro d'Italia",1958,"Stage 2 (ITT) | Varese - Comerio","2",2,"ITT",1958-05-19,"Varese","Comerio",NA,26,NA,NA,1182,NA,"Time trial","Time trial",NA
"Giro d'Italia",1958,"Stage 3 | Varese - Saint-Vincent","3",3,"Road race",1958-05-20,"Varese","Saint-Vincent",NA,187,NA,NA,1182,NA,NA,NA,NA
"Giro d'Italia",1958,"Stage 4 | Saint-Vincent - Torino Superga","4",4,"Road race",1958-05-21,"Saint-Vincent","Torino Superga",NA,132,NA,NA,1182,NA,NA,NA,NA
"Giro d'Italia",1958,"Stage 5 | Turino - Mondovì","5",5,"Road race",1958-05-22,"Turino","Mondovì",NA,193,NA,NA,1182,NA,NA,NA,NA
"Giro d'Italia",1958,"Stage 6 | Mondovì - Chiavari","6",6,"Road race",1958-05-23,"Mondovì","Chiavari",NA,258,NA,NA,1182,NA,NA,NA,NA
"Giro d'Italia",1958,"Stage 7 | Chiavari - Forte dei Marmi","7",7,"Road race",1958-05-24,"Chiavari","Forte dei Marmi",NA,115,NA,NA,1182,NA,NA,NA,NA
"Giro d'Italia",1958,"Stage 8 (ITT) | Viareggio - Viareggio","8",8,"ITT",1958-05-26,"Viareggio","Viareggio",NA,59,NA,NA,1182,NA,"Time trial","Time trial",NA
"Giro d'Italia",1958,"Stage 9 | Firenze - Viterbo","9",9,"Road race",1958-05-27,"Firenze","Viterbo",NA,215,NA,NA,1182,NA,NA,NA,NA
"Giro d'Italia",1958,"Stage 10 | Viterbo - Roma","10",10,"Road race",1958-05-28,"Viterbo","Roma",NA,155,NA,NA,1182,NA,NA,NA,NA
"Giro d'Italia",1958,"Stage 11 | Roma - Scanno","11",11,"Road race",1958-05-29,"Roma","Scanno",NA,225,NA,NA,1182,NA,NA,NA,NA
"Giro d'Italia",1958,"Stage 12 | Scanno - San Benedetto del Tronto","12",12,"Road race",1958-05-30,"Scanno","San Benedetto del Tronto",NA,211,NA,NA,1182,NA,NA,NA,NA
"Giro d'Italia",1958,"Stage 13 | San Benedetto del Tronto - Cattolica","13",13,"Road race",1958-05-31,"San Benedetto del Tronto","Cattolica",NA,192,NA,NA,1182,NA,NA,NA,NA
"Giro d'Italia",1958,"Stage 14 (ITT) | San Marino - San Marino","14",14,"ITT",1958-06-01,"San Marino","San Marino",NA,12,NA,NA,1182,NA,"Time trial","Time trial",NA
"Giro d'Italia",1958,"Stage 15 | Cesena - Bosco Chiesanuova","15",15,"Road race",1958-06-02,"Cesena","Bosco Chiesanuova",NA,249,NA,NA,1182,NA,NA,NA,NA
"Giro d'Italia",1958,"Stage 16 | Verona - Levico Terme","16",16,"Road race",1958-06-03,"Verona","Levico Terme",NA,200,NA,NA,1182,NA,NA,NA,NA
"Giro d'Italia",1958,"Stage 17 | Levico Terme - Bolzano","17",17,"Road race",1958-06-05,"Levico Terme","Bolzano",NA,198,NA,NA,1182,NA,NA,NA,NA
"Giro d'Italia",1958,"Stage 18 | Bolzano - Trente","18",18,"Road race",1958-06-06,"Bolzano","Trente",NA,183,NA,NA,1182,NA,NA,NA,NA
"Giro d'Italia",1958,"Stage 19 | Trente - Gardone Riviera","19",19,"Road race",1958-06-07,"Trente","Gardone Riviera",NA,176,NA,NA,1182,NA,NA,NA,NA
"Giro d'Italia",1958,"Stage 20 | Salò - Milano","20",20,"Road race",1958-06-08,"Salò","Milano",NA,176,NA,NA,1182,NA,NA,NA,NA
"Giro d'Italia",1959,"Stage 1 | Milano - Salsomaggiore Terme","1",1,"Road race",1959-05-16,"Milano","Salsomaggiore Terme",NA,135,NA,NA,1131,NA,NA,NA,NA
"Giro d'Italia",1959,"Stage 2 (ITT) | Salsomaggiore Terme - Salsomaggiore Terme","2",2,"ITT",1959-05-17,"Salsomaggiore Terme","Salsomaggiore Terme",NA,22,NA,NA,1131,NA,"Time trial","Time trial",NA
"Giro d'Italia",1959,"Stage 3 | Salsomaggiore Terme - Abetone","3",3,"Road race",1959-05-18,"Salsomaggiore Terme","Abetone",NA,180,NA,NA,1131,NA,NA,NA,NA
"Giro d'Italia",1959,"Stage 4 | Abetone - Arezzo","4",4,"Road race",1959-05-19,"Abetone","Arezzo",NA,178,NA,NA,1131,NA,NA,NA,NA
"Giro d'Italia",1959,"Stage 5 | Arezzo - Roma","5",5,"Road race",1959-05-20,"Arezzo","Roma",NA,243,NA,NA,1131,NA,NA,NA,NA
"Giro d'Italia",1959,"Stage 6 | Roma - Napoli","6",6,"Road race",1959-05-21,"Roma","Napoli",NA,213,NA,NA,1131,NA,NA,NA,NA
"Giro d'Italia",1959,"Stage 7 (ITT) | Napoli - Vesuvius","7",7,"ITT",1959-05-22,"Napoli","Vesuvius",NA,8,NA,NA,1131,NA,"Time trial","Time trial",NA
"Giro d'Italia",1959,"Stage 8 (ITT) | Ischia - Ischia","8",8,"ITT",1959-05-23,"Ischia","Ischia",NA,31,NA,NA,1131,NA,"Time trial","Time trial",NA
"Giro d'Italia",1959,"Stage 9 | Napoli - Vasto","9",9,"Road race",1959-05-24,"Napoli","Vasto",NA,206,NA,NA,1131,NA,NA,NA,NA
"Giro d'Italia",1959,"Stage 10 | Vasto - Teramo","10",10,"Road race",1959-05-25,"Vasto","Teramo",NA,148,NA,NA,1131,NA,NA,NA,NA
"Giro d'Italia",1959,"Stage 11 | Ascoli Piceno - Rimini","11",11,"Road race",1959-05-26,"Ascoli Piceno","Rimini",NA,245,NA,NA,1131,NA,NA,NA,NA
"Giro d'Italia",1959,"Stage 12 | Rimini - San Marino","12",12,"Road race",1959-05-28,"Rimini","San Marino",NA,141,NA,NA,1131,NA,NA,NA,NA
"Giro d'Italia",1959,"Stage 13 | Rimini - Verona","13",13,"Road race",1959-05-29,"Rimini","Verona",NA,233,NA,NA,1131,NA,NA,NA,NA
"Giro d'Italia",1959,"Stage 14 | Verona - Rovereto","14",14,"Road race",1959-05-30,"Verona","Rovereto",NA,143,NA,NA,1131,NA,NA,NA,NA
"Giro d'Italia",1959,"Stage 15 | Trente - Bolzano","15",15,"Road race",1959-05-31,"Trente","Bolzano",NA,198,NA,NA,1131,NA,NA,NA,NA
"Giro d'Italia",1959,"Stage 16 | Bolzano - San Pellegrino Terme","16",16,"Road race",1959-06-01,"Bolzano","San Pellegrino Terme",NA,245,NA,NA,1131,NA,NA,NA,NA
"Giro d'Italia",1959,"Stage 17 | San Pellegrino Terme - Genua","17",17,"Road race",1959-06-02,"San Pellegrino Terme","Genua",NA,241,NA,NA,1131,NA,NA,NA,NA
"Giro d'Italia",1959,"Stage 18 | Genua - Torino","18",18,"Road race",1959-06-03,"Genua","Torino",NA,180,NA,NA,1131,NA,NA,NA,NA
"Giro d'Italia",1959,"Stage 19 (ITT) | Torino - Susa","19",19,"ITT",1959-06-04,"Torino","Susa",NA,51,NA,NA,1131,NA,"Time trial","Time trial",NA
"Giro d'Italia",1959,"Stage 20 | Torino - Saint-Vincent","20",20,"Road race",1959-06-05,"Torino","Saint-Vincent",NA,100,NA,NA,1131,NA,NA,NA,NA
"Giro d'Italia",1959,"Stage 21 | Aosta - Courmayeur","21",21,"Road race",1959-06-06,"Aosta","Courmayeur",NA,296,NA,NA,1131,NA,NA,NA,NA
"Giro d'Italia",1959,"Stage 22 | Courmayeur - Milano","22",22,"Road race",1959-06-07,"Courmayeur","Milano",NA,220,NA,NA,1131,NA,NA,NA,NA
"Giro d'Italia",1960,"Stage 1 | Roma - Napoli","1",1,"Road race",1960-05-19,"Roma","Napoli",NA,212,NA,NA,1238,35.112,NA,NA,NA
"Giro d'Italia",1960,"Stage 2 (ITT) | Sorrento - Sorrento","2",2,"ITT",1960-05-20,"Sorrento","Sorrento",NA,25,NA,NA,1238,38.429,"Time trial","Time trial",NA
"Giro d'Italia",1960,"Stage 3 | Sorrento - Campobasso","3",3,"Road race",1960-05-21,"Sorrento","Campobasso",NA,186,NA,NA,1238,34.902,NA,NA,NA
"Giro d'Italia",1960,"Stage 4 | Campobasso - Pescara","4",4,"Road race",1960-05-22,"Campobasso","Pescara",NA,192,NA,NA,1238,38.636,"? km solo","Solo",NA
"Giro d'Italia",1960,"Stage 5 | Pescara - Rieti","5",5,"Road race",1960-05-23,"Pescara","Rieti",NA,218,NA,NA,1238,31.372,NA,NA,NA
"Giro d'Italia",1960,"Stage 6 | Terni - Rimini","6",6,"Road race",1960-05-24,"Terni","Rimini",NA,230,NA,NA,1238,35.994,NA,NA,NA
"Giro d'Italia",1960,"Stage 7a (ITT) | Igea Martina - Bellaria","7a",7,"ITT",1960-05-25,"Igea Martina","Bellaria",NA,5,NA,NA,1238,46.154,"Time trial","Time trial",NA
"Giro d'Italia",1960,"Stage 7b | Bellaria - Forlì","7b",8,"Road race",1960-05-25,"Bellaria","Forlì",NA,81,NA,NA,1238,42.588,NA,NA,NA
"Giro d'Italia",1960,"Stage 8 | Forlì - Livorno","8",9,"Road race",1960-05-26,"Forlì","Livorno",NA,206,NA,NA,1238,NA,NA,NA,NA
"Giro d'Italia",1960,"Stage 9a | Livorno - Carrara","9a",10,"Road race",1960-05-27,"Livorno","Carrara",NA,93,NA,NA,1238,40.864,NA,NA,NA
"Giro d'Italia",1960,"Stage 9b (ITT) | Carrara - Cave di Carrara","9b",11,"ITT",1960-05-27,"Carrara","Cave di Carrara",NA,2,NA,NA,1238,24.828,"Time trial","Time trial",NA
"Giro d'Italia",1960,"Stage 10 | Carrara - Sestri Levante","10",12,"Road race",1960-05-28,"Carrara","Sestri Levante",NA,171,NA,NA,1238,35.918,NA,NA,NA
"Giro d'Italia",1960,"Stage 11 | Sestri Levante - Asti","11",13,"Road race",1960-05-29,"Sestri Levante","Asti",NA,180,NA,NA,1238,39.154,NA,NA,NA
"Giro d'Italia",1960,"Stage 12 | Asti - Cervinia","12",14,"Road race",1960-05-30,"Asti","Cervinia",NA,176,NA,NA,1238,34.642,"? km solo","Solo",NA
"Giro d'Italia",1960,"Stage 13 | Saint-Vincent - Milano","13",15,"Road race",1960-05-31,"Saint-Vincent","Milano",NA,225,NA,NA,1238,38.103,NA,NA,NA
"Giro d'Italia",1960,"Stage 14 (ITT) | Seregno - Lecco","14",16,"ITT",1960-06-01,"Seregno","Lecco",NA,68,NA,NA,1238,45.359,"Time trial","Time trial",NA
"Giro d'Italia",1960,"Stage 15 | Lecco - Verona","15",17,"Road race",1960-06-03,"Lecco","Verona",NA,150,NA,NA,1238,43.845,NA,NA,NA
"Giro d'Italia",1960,"Stage 16 | Verona - Treviso","16",18,"Road race",1960-06-04,"Verona","Treviso",NA,110,NA,NA,1238,41.002,NA,NA,NA
"Giro d'Italia",1960,"Stage 17 | Treviso - Trieste","17",19,"Road race",1960-06-05,"Treviso","Trieste",NA,147,NA,NA,1238,43.228,NA,NA,NA
"Giro d'Italia",1960,"Stage 18 | Trieste - Belluno","18",20,"Road race",1960-06-06,"Trieste","Belluno",NA,240,NA,NA,1238,38.88,"? km solo","Solo",NA
"Giro d'Italia",1960,"Stage 19 | Belluno - Trente","19",21,"Road race",1960-06-07,"Belluno","Trente",NA,110,NA,NA,1238,41.075,NA,NA,NA
"Giro d'Italia",1960,"Stage 20 | Trente - Bormio","20",22,"Road race",1960-06-08,"Trente","Bormio",NA,229,NA,NA,1238,31.164,"? km solo","Solo",NA
"Giro d'Italia",1960,"Stage 21 | Bormio - Milano","21",23,"Road race",1960-06-09,"Bormio","Milano",NA,225,NA,NA,1238,38.723,NA,NA,NA
"Giro d'Italia",1961,"Stage 1 | Torino - Torino","1",1,"Road race",1961-05-20,"Torino","Torino",NA,115,NA,NA,1044,NA,NA,NA,NA
"Giro d'Italia",1961,"Stage 2 | Torino - San Remo","2",2,"Road race",1961-05-21,"Torino","San Remo",NA,185,NA,NA,1044,NA,NA,NA,NA
"Giro d'Italia",1961,"Stage 3 | San Remo - Genua","3",3,"Road race",1961-05-22,"San Remo","Genua",NA,149,NA,NA,1044,NA,NA,NA,NA
